status,gender,title,url,category_type,language_id,parent_cmtitle
category,female,Category:Ancient Greek female given names,https://en.wiktionary.org/w/api.php,given_names,ell,Category:Ancient Greek given names
skipped,unisex,Category:Ancient Greek given names from Germanic languages,https://en.wiktionary.org/w/api.php,given_names,,Category:Ancient Greek given names
skipped,unisex,Category:Ancient Greek given names from Gothic,https://en.wiktionary.org/w/api.php,given_names,,Category:Ancient Greek given names
skipped,unisex,Category:Ancient Greek given names from Hebrew,https://en.wiktionary.org/w/api.php,given_names,,Category:Ancient Greek given names
skipped,unisex,Category:Ancient Greek given names from Hellenic languages,https://en.wiktionary.org/w/api.php,given_names,,Category:Ancient Greek given names
skipped,unisex,Category:Ancient Greek given names from Indo-European languages,https://en.wiktionary.org/w/api.php,given_names,,Category:Ancient Greek given names
skipped,unisex,Category:Ancient Greek given names from Indo-Iranian languages,https://en.wiktionary.org/w/api.php,given_names,,Category:Ancient Greek given names
skipped,unisex,Category:Ancient Greek given names from Iranian languages,https://en.wiktionary.org/w/api.php,given_names,,Category:Ancient Greek given names
skipped,unisex,Category:Ancient Greek given names from Italic languages,https://en.wiktionary.org/w/api.php,given_names,,Category:Ancient Greek given names
skipped,unisex,Category:Ancient Greek given names from Latin,https://en.wiktionary.org/w/api.php,given_names,,Category:Ancient Greek given names
skipped,unisex,Category:Ancient Greek given names from Lydian,https://en.wiktionary.org/w/api.php,given_names,,Category:Ancient Greek given names
category,male,Category:Ancient Greek male given names,https://en.wiktionary.org/w/api.php,given_names,ell,Category:Ancient Greek given names
skipped,unisex,Category:Ancient Greek given names from Old Median,https://en.wiktionary.org/w/api.php,given_names,,Category:Ancient Greek given names
skipped,unisex,Category:Ancient Greek given names from Old Persian,https://en.wiktionary.org/w/api.php,given_names,,Category:Ancient Greek given names
skipped,unisex,Category:Ancient Greek given names from Parthian,https://en.wiktionary.org/w/api.php,given_names,,Category:Ancient Greek given names
skipped,unisex,Category:Ancient Greek given names from Semitic languages,https://en.wiktionary.org/w/api.php,given_names,,Category:Ancient Greek given names
skipped,unisex,Category:Ancient Greek given names from Sogdian,https://en.wiktionary.org/w/api.php,given_names,,Category:Ancient Greek given names
skipped,unisex,Category:Ancient Greek given names from Thracian,https://en.wiktionary.org/w/api.php,given_names,,Category:Ancient Greek given names
split_category,unisex,Category:Arabic given names,https://en.wiktionary.org/w/api.php,given_names,,Category:Given names by language
skipped,unisex,Category:Arabic given names from Afroasiatic languages,https://en.wiktionary.org/w/api.php,given_names,,Category:Arabic given names
skipped,unisex,Category:Arabic given names from Ancient Greek,https://en.wiktionary.org/w/api.php,given_names,,Category:Arabic given names
skipped,unisex,Category:Arabic given names from Aramaic,https://en.wiktionary.org/w/api.php,given_names,,Category:Arabic given names
skipped,unisex,Category:Arabic given names from Balto-Slavic languages,https://en.wiktionary.org/w/api.php,given_names,,Category:Arabic given names
skipped,unisex,Category:Arabic given names from Coptic,https://en.wiktionary.org/w/api.php,given_names,,Category:Arabic given names
skipped,unisex,Category:Arabic given names from Egyptian languages,https://en.wiktionary.org/w/api.php,given_names,,Category:Arabic given names
skipped,unisex,Category:Arabic given names from English,https://en.wiktionary.org/w/api.php,given_names,,Category:Arabic given names
category,female,Category:Arabic female given names,https://en.wiktionary.org/w/api.php,given_names,ara,Category:Arabic given names
skipped,unisex,Category:Arabic given names from Germanic languages,https://en.wiktionary.org/w/api.php,given_names,,Category:Arabic given names
skipped,unisex,Category:Arabic given names from Hebrew,https://en.wiktionary.org/w/api.php,given_names,,Category:Arabic given names
skipped,unisex,Category:Arabic given names from Hellenic languages,https://en.wiktionary.org/w/api.php,given_names,,Category:Arabic given names
skipped,unisex,Category:Arabic given names from Indo-European languages,https://en.wiktionary.org/w/api.php,given_names,,Category:Arabic given names
category,male,Category:Arabic male given names,https://en.wiktionary.org/w/api.php,given_names,ara,Category:Arabic given names
skipped,unisex,Category:Arabic given names from Russian,https://en.wiktionary.org/w/api.php,given_names,,Category:Arabic given names
skipped,unisex,Category:Arabic given names from Semitic languages,https://en.wiktionary.org/w/api.php,given_names,,Category:Arabic given names
skipped,unisex,Category:Arabic given names from Slavic languages,https://en.wiktionary.org/w/api.php,given_names,,Category:Arabic given names
skipped,unisex,Category:Arabic unisex given names,https://en.wiktionary.org/w/api.php,given_names,,Category:Arabic given names
split_category,unisex,Category:Aragonese given names,https://en.wiktionary.org/w/api.php,given_names,,Category:Given names by language
skipped,unisex,Category:Aragonese given names from Afroasiatic languages,https://en.wiktionary.org/w/api.php,given_names,,Category:Aragonese given names
skipped,unisex,Category:Aragonese given names from Ancient Greek,https://en.wiktionary.org/w/api.php,given_names,,Category:Aragonese given names
skipped,unisex,Category:Aragonese given names from Hebrew,https://en.wiktionary.org/w/api.php,given_names,,Category:Aragonese given names
skipped,unisex,Category:Aragonese given names from Hellenic languages,https://en.wiktionary.org/w/api.php,given_names,,Category:Aragonese given names
skipped,unisex,Category:Aragonese given names from Indo-European languages,https://en.wiktionary.org/w/api.php,given_names,,Category:Aragonese given names
category,male,Category:Aragonese male given names,https://en.wiktionary.org/w/api.php,given_names,arg,Category:Aragonese given names
skipped,unisex,Category:Aragonese given names from Semitic languages,https://en.wiktionary.org/w/api.php,given_names,,Category:Aragonese given names
split_category,unisex,Category:Aramaic given names,https://en.wiktionary.org/w/api.php,given_names,,Category:Given names by language
skipped,unisex,Category:Aramaic female given names,https://en.wiktionary.org/w/api.php,given_names,,Category:Aramaic given names
skipped,unisex,Category:Aramaic given names from Indo-European languages,https://en.wiktionary.org/w/api.php,given_names,,Category:Aramaic given names
skipped,unisex,Category:Aramaic given names from Indo-Iranian languages,https://en.wiktionary.org/w/api.php,given_names,,Category:Aramaic given names
skipped,unisex,Category:Aramaic given names from Iranian languages,https://en.wiktionary.org/w/api.php,given_names,,Category:Aramaic given names
category,male,Category:Aramaic male given names,https://en.wiktionary.org/w/api.php,given_names,arc,Category:Aramaic given names
skipped,unisex,Category:Aramaic given names from Parthian,https://en.wiktionary.org/w/api.php,given_names,,Category:Aramaic given names
split_category,unisex,Category:Armenian given names,https://en.wiktionary.org/w/api.php,given_names,,Category:Given names by language
skipped,unisex,Category:Armenian given names from Ancient Greek,https://en.wiktionary.org/w/api.php,given_names,,Category:Armenian given names
skipped,unisex,Category:Armenian given names from Armenian languages,https://en.wiktionary.org/w/api.php,given_names,,Category:Armenian given names
skipped,unisex,Category:Armenian given names from Balto-Slavic languages,https://en.wiktionary.org/w/api.php,given_names,,Category:Armenian given names
skipped,unisex,Category:Armenian given names from English,https://en.wiktionary.org/w/api.php,given_names,,Category:Armenian given names
category,female,Category:Armenian female given names,https://en.wiktionary.org/w/api.php,given_names,hye,Category:Armenian given names
skipped,unisex,Category:Armenian given names from French,https://en.wiktionary.org/w/api.php,given_names,,Category:Armenian given names
skipped,unisex,Category:Armenian given names from German,https://en.wiktionary.org/w/api.php,given_names,,Category:Armenian given names
skipped,unisex,Category:Armenian given names from Germanic languages,https://en.wiktionary.org/w/api.php,given_names,,Category:Armenian given names
skipped,unisex,Category:Armenian given names from Hellenic languages,https://en.wiktionary.org/w/api.php,given_names,,Category:Armenian given names
skipped,unisex,Category:Armenian given names from Indo-European languages,https://en.wiktionary.org/w/api.php,given_names,,Category:Armenian given names
skipped,unisex,Category:Armenian given names from Indo-Iranian languages,https://en.wiktionary.org/w/api.php,given_names,,Category:Armenian given names
skipped,unisex,Category:Armenian given names from Iranian languages,https://en.wiktionary.org/w/api.php,given_names,,Category:Armenian given names
skipped,unisex,Category:Armenian given names from Italic languages,https://en.wiktionary.org/w/api.php,given_names,,Category:Armenian given names
skipped,unisex,Category:Armenian given names from Latin,https://en.wiktionary.org/w/api.php,given_names,,Category:Armenian given names
category,male,Category:Armenian male given names,https://en.wiktionary.org/w/api.php,given_names,hye,Category:Armenian given names
skipped,unisex,Category:Armenian given names from Middle Persian,https://en.wiktionary.org/w/api.php,given_names,,Category:Armenian given names
skipped,unisex,Category:Armenian given names from Mongolian,https://en.wiktionary.org/w/api.php,given_names,,Category:Armenian given names
skipped,unisex,Category:Armenian given names from Mongolic languages,https://en.wiktionary.org/w/api.php,given_names,,Category:Armenian given names
skipped,unisex,Category:Armenian given names from Old Armenian,https://en.wiktionary.org/w/api.php,given_names,,Category:Armenian given names
skipped,unisex,Category:Armenian given names from Romance languages,https://en.wiktionary.org/w/api.php,given_names,,Category:Armenian given names
skipped,unisex,Category:Armenian given names from Russian,https://en.wiktionary.org/w/api.php,given_names,,Category:Armenian given names
skipped,unisex,Category:Armenian given names from Slavic languages,https://en.wiktionary.org/w/api.php,given_names,,Category:Armenian given names
skipped,unisex,Category:Armenian unisex given names,https://en.wiktionary.org/w/api.php,given_names,,Category:Armenian given names
split_category,unisex,Category:Aromanian given names,https://en.wiktionary.org/w/api.php,given_names,,Category:Given names by language
skipped,unisex,Category:Aromanian male given names,https://en.wiktionary.org/w/api.php,given_names,,Category:Aromanian given names
split_category,unisex,Category:Assamese given names,https://en.wiktionary.org/w/api.php,given_names,,Category:Given names by language
skipped,unisex,Category:Assamese given names from Afroasiatic languages,https://en.wiktionary.org/w/api.php,given_names,,Category:Assamese given names
skipped,unisex,Category:Assamese given names from Arabic,https://en.wiktionary.org/w/api.php,given_names,,Category:Assamese given names
split_category,unisex,Category:Assamese male given names,https://en.wiktionary.org/w/api.php,given_names,,Category:Assamese given names
skipped,unisex,Category:Assamese given names from Semitic languages,https://en.wiktionary.org/w/api.php,given_names,,Category:Assamese given names
split_category,unisex,Category:Assyrian Neo-Aramaic given names,https://en.wiktionary.org/w/api.php,given_names,,Category:Given names by language
skipped,unisex,Category:Assyrian Neo-Aramaic given names from Afroasiatic languages,https://en.wiktionary.org/w/api.php,given_names,,Category:Assyrian Neo-Aramaic given names
skipped,unisex,Category:Assyrian Neo-Aramaic female given names,https://en.wiktionary.org/w/api.php,given_names,,Category:Assyrian Neo-Aramaic given names
skipped,unisex,Category:Assyrian Neo-Aramaic given names from Greek,https://en.wiktionary.org/w/api.php,given_names,,Category:Assyrian Neo-Aramaic given names
skipped,unisex,Category:Assyrian Neo-Aramaic given names from Hebrew,https://en.wiktionary.org/w/api.php,given_names,,Category:Assyrian Neo-Aramaic given names
skipped,unisex,Category:Assyrian Neo-Aramaic given names from Hellenic languages,https://en.wiktionary.org/w/api.php,given_names,,Category:Assyrian Neo-Aramaic given names
skipped,unisex,Category:Assyrian Neo-Aramaic given names from Indo-European languages,https://en.wiktionary.org/w/api.php,given_names,,Category:Assyrian Neo-Aramaic given names
skipped,unisex,Category:Assyrian Neo-Aramaic given names from Italic languages,https://en.wiktionary.org/w/api.php,given_names,,Category:Assyrian Neo-Aramaic given names
skipped,unisex,Category:Assyrian Neo-Aramaic given names from Latin,https://en.wiktionary.org/w/api.php,given_names,,Category:Assyrian Neo-Aramaic given names
category,male,Category:Assyrian Neo-Aramaic male given names,https://en.wiktionary.org/w/api.php,given_names,syr,Category:Assyrian Neo-Aramaic given names
skipped,unisex,Category:Assyrian Neo-Aramaic given names from place names,https://en.wiktionary.org/w/api.php,given_names,,Category:Assyrian Neo-Aramaic given names
skipped,unisex,Category:Assyrian Neo-Aramaic given names from Semitic languages,https://en.wiktionary.org/w/api.php,given_names,,Category:Assyrian Neo-Aramaic given names
split_category,unisex,Category:Asturian given names,https://en.wiktionary.org/w/api.php,given_names,,Category:Given names by language
skipped,unisex,Category:Asturian given names from Afroasiatic languages,https://en.wiktionary.org/w/api.php,given_names,,Category:Asturian given names
skipped,unisex,Category:Asturian female given names,https://en.wiktionary.org/w/api.php,given_names,,Category:Asturian given names
skipped,unisex,Category:Asturian given names from Hebrew,https://en.wiktionary.org/w/api.php,given_names,,Category:Asturian given names
category,male,Category:Asturian male given names,https://en.wiktionary.org/w/api.php,given_names,ast,Category:Asturian given names
skipped,unisex,Category:Asturian given names from Semitic languages,https://en.wiktionary.org/w/api.php,given_names,,Category:Asturian given names
split_category,unisex,Category:Atakapa given names,https://en.wiktionary.org/w/api.php,given_names,,Category:Given names by language
skipped,unisex,Category:Atakapa female given names,https://en.wiktionary.org/w/api.php,given_names,,Category:Atakapa given names
split_category,unisex,Category:Atayal given names,https://en.wiktionary.org/w/api.php,given_names,,Category:Given names by language
skipped,unisex,Category:Atayal female given names,https://en.wiktionary.org/w/api.php,given_names,,Category:Atayal given names
split_category,unisex,Category:Azerbaijani given names,https://en.wiktionary.org/w/api.php,given_names,,Category:Given names by language
skipped,unisex,Category:Azerbaijani given names from Afroasiatic languages,https://en.wiktionary.org/w/api.php,given_names,,Category:Azerbaijani given names
skipped,unisex,Category:Azerbaijani given names from Arabic,https://en.wiktionary.org/w/api.php,given_names,,Category:Azerbaijani given names
category,female,Category:Azerbaijani female given names,https://en.wiktionary.org/w/api.php,given_names,aze,Category:Azerbaijani given names
skipped,unisex,Category:Azerbaijani given names from Indo-European languages,https://en.wiktionary.org/w/api.php,given_names,,Category:Azerbaijani given names
skipped,unisex,Category:Azerbaijani given names from Indo-Iranian languages,https://en.wiktionary.org/w/api.php,given_names,,Category:Azerbaijani given names
skipped,unisex,Category:Azerbaijani given names from Iranian languages,https://en.wiktionary.org/w/api.php,given_names,,Category:Azerbaijani given names
category,male,Category:Azerbaijani male given names,https://en.wiktionary.org/w/api.php,given_names,aze,Category:Azerbaijani given names
skipped,unisex,Category:Azerbaijani given names from Persian,https://en.wiktionary.org/w/api.php,given_names,,Category:Azerbaijani given names
skipped,unisex,Category:Azerbaijani given names from Semitic languages,https://en.wiktionary.org/w/api.php,given_names,,Category:Azerbaijani given names
split_category,unisex,Category:Bambara given names,https://en.wiktionary.org/w/api.php,given_names,,Category:Given names by language
skipped,unisex,Category:Bambara female given names,https://en.wiktionary.org/w/api.php,given_names,,Category:Bambara given names
skipped,unisex,Category:Bambara male given names,https://en.wiktionary.org/w/api.php,given_names,,Category:Bambara given names
skipped,unisex,Category:Bambara unisex given names,https://en.wiktionary.org/w/api.php,given_names,,Category:Bambara given names
split_category,unisex,Category:Bashkir given names,https://en.wiktionary.org/w/api.php,given_names,,Category:Given names by language
skipped,unisex,Category:Bashkir given names from Afroasiatic languages,https://en.wiktionary.org/w/api.php,given_names,,Category:Bashkir given names
skipped,unisex,Category:Bashkir given names from Arabic,https://en.wiktionary.org/w/api.php,given_names,,Category:Bashkir given names
category,female,Category:Bashkir female given names,https://en.wiktionary.org/w/api.php,given_names,bak,Category:Bashkir given names
skipped,unisex,Category:Bashkir given names from Indo-European languages,https://en.wiktionary.org/w/api.php,given_names,,Category:Bashkir given names
skipped,unisex,Category:Bashkir given names from Indo-Iranian languages,https://en.wiktionary.org/w/api.php,given_names,,Category:Bashkir given names
skipped,unisex,Category:Bashkir given names from Iranian languages,https://en.wiktionary.org/w/api.php,given_names,,Category:Bashkir given names
category,male,Category:Bashkir male given names,https://en.wiktionary.org/w/api.php,given_names,bak,Category:Bashkir given names
skipped,unisex,Category:Bashkir given names from Persian,https://en.wiktionary.org/w/api.php,given_names,,Category:Bashkir given names
skipped,unisex,Category:Bashkir given names from Semitic languages,https://en.wiktionary.org/w/api.php,given_names,,Category:Bashkir given names
skipped,unisex,Category:Bashkir given names from Turkic languages,https://en.wiktionary.org/w/api.php,given_names,,Category:Bashkir given names
split_category,unisex,Category:Basque given names,https://en.wiktionary.org/w/api.php,given_names,,Category:Given names by language
category,female,Category:Basque female given names,https://en.wiktionary.org/w/api.php,given_names,eus,Category:Basque given names
category,male,Category:Basque male given names,https://en.wiktionary.org/w/api.php,given_names,eus,Category:Basque given names
split_category,unisex,Category:Bavarian given names,https://en.wiktionary.org/w/api.php,given_names,,Category:Given names by language
skipped,unisex,Category:Bavarian given names from Indo-European languages,https://en.wiktionary.org/w/api.php,given_names,,Category:Bavarian given names
skipped,unisex,Category:Bavarian given names from Italic languages,https://en.wiktionary.org/w/api.php,given_names,,Category:Bavarian given names
skipped,unisex,Category:Bavarian given names from Latin,https://en.wiktionary.org/w/api.php,given_names,,Category:Bavarian given names
split_category,unisex,Category:Bavarian male given names,https://en.wiktionary.org/w/api.php,given_names,,Category:Bavarian given names
split_category,unisex,Category:Belarusian given names,https://en.wiktionary.org/w/api.php,given_names,,Category:Given names by language
skipped,unisex,Category:Belarusian given names from Afroasiatic languages,https://en.wiktionary.org/w/api.php,given_names,,Category:Belarusian given names
skipped,unisex,Category:Belarusian given names from Ancient Greek,https://en.wiktionary.org/w/api.php,given_names,,Category:Belarusian given names
skipped,unisex,Category:Belarusian given names from English,https://en.wiktionary.org/w/api.php,given_names,,Category:Belarusian given names
category,female,Category:Belarusian female given names,https://en.wiktionary.org/w/api.php,given_names,bel,Category:Belarusian given names
skipped,unisex,Category:Belarusian given names from Germanic languages,https://en.wiktionary.org/w/api.php,given_names,,Category:Belarusian given names
skipped,unisex,Category:Belarusian given names from Hebrew,https://en.wiktionary.org/w/api.php,given_names,,Category:Belarusian given names
skipped,unisex,Category:Belarusian given names from Hellenic languages,https://en.wiktionary.org/w/api.php,given_names,,Category:Belarusian given names
skipped,unisex,Category:Belarusian given names from Indo-European languages,https://en.wiktionary.org/w/api.php,given_names,,Category:Belarusian given names
skipped,unisex,Category:Belarusian given names from Italic languages,https://en.wiktionary.org/w/api.php,given_names,,Category:Belarusian given names
skipped,unisex,Category:Belarusian given names from Latin,https://en.wiktionary.org/w/api.php,given_names,,Category:Belarusian given names
category,male,Category:Belarusian male given names,https://en.wiktionary.org/w/api.php,given_names,bel,Category:Belarusian given names
skipped,unisex,Category:Belarusian given names from Semitic languages,https://en.wiktionary.org/w/api.php,given_names,,Category:Belarusian given names
split_category,unisex,Category:Bengali given names,https://en.wiktionary.org/w/api.php,given_names,,Category:Given names by language
